Category,Description,UOM,Customer Price,SKU,UPC,Manufacturer Part Number,Source Date,_Review
Conductor,HEALTH CARE HV ALU ARM BRN,m,1357.9370,206476,980100S0658,WIC. HCFHVA 12/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,GENERIC HV ALU ARM ORG GRY,m,1824.9120,211472,980100S5683,WIC. MCHVA 10/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,GENERIC HV ALU ARM YEL GRY,m,1824.9120,211478,980100S0764,WIC. MCHVA 10/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,1000R HV ALU ARM BRN ORG YE,m,1989.1980,211617,980100S0796,WIC. MCHVA 12/4,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,250C HV ALU ARM BRN ORG YEL,m,1976.1900,211632,980100S0797,WIC. MCHVA 12/4,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,250C HEALTH CARE HV ALU ARM,m,2001.5870,209151,980100S0664,WIC. HCFHVA 12/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE ALU ARM BLK WHT,m,2259.0400,209745,980100S0255,WIC. HCFA 10/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK WHT GRN PAR,m,1551.2770,212640,980100S0499,WIC. MCPVCA 12/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK WHT GRN,m,1483.8300,247487,980100S5457,WIC. MCPVCA 12/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ISO GRD ALU ARM BLK WHT GRN,m,2818.2540,216603,980100S0467,WIC. MCIGA 10/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK RED WHT GRN,m,2120.9060,212023,980100S0500,WIC. MCPVCA 12/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK RED WHT GRN,m,1914.8460,247489,980100S0903,WIC. MCPVCA 12/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALUMINUM JACKET WITH GREEN,m,4421.6710,207362,980100S0333,WIC. MCA 6/3 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,ALU ARM BLK RED WHT BARE GR,m,2999.7720,207584,980120S4082,WIA. MCA 2/3 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,W/4AWG GRD,m,3930.8300,212363,980120S4034,WIA. MCA 1/3 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,ALU ARM,m,4412.9500,208690,980120S4037,WIA. MCA 2/0-2/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALUMINUM JACKET WITH GREEN,m,7383.7040,206545,980100S0718,WIC. MCA 4/4 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,W/4AWG GRD,m,4577.6340,212626,980120S4035,WIA. MCA 1/4 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,250C HV ALU ARM BRN ORG YEL,m,3987.3010,206414,980100S0771,WIC. MCHVA 10/4,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,MR,m,3846.5530,207470,980100S0802,WIC. MCHVA 8/4,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,4BARE GRD,m,5653.4570,208143,980120S4046,WIA. MCA 3/0-3/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALUMINUM JACKET WITH GREEN,m,14939.3560,211369,980100S0289,WIC. MCA 1/4 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE STL ARM BLK WHT,m,1357.9370,83089,980100S0279,WIC. HCFS 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK RED WHT GRN,m,3399.1310,213505,980100S0496,WIC. MCPVCA 10/,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE ALU ARM BLK WHT,m,2246.0310,83209,98010034810,WIC. HCFA 10/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,250C HV ALU ARM BRN ORG GRY,m,1413.5620,127943,980100S0786,WIC. MCHVA 12/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE ALU ARM BLK RED,m,3490.4760,88259,98010034825,WIC. HCFA 10/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HV ALU ARM BRN ORG GRY GRN,m,2552.6910,366845,980100S0767,WIC. MCHVA 10/3,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,STL ARM BLK RED BLU WHT GRN,m,1989.1980,92658,980100S5481,WIC. MCS 12/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED BLU WHT GRN,m,4563.2950,93356,980100S5460,WIC. MCA 10/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,STL ARM BLK RED WHT GRN,m,2539.6820,300908,980100S0911,WIC. MCS 10/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,2160.0130,301133,980100S0683,WIC. MCA 10/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,3021.4310,301136,980100S0685,WIC. MCA 10/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED BLU WHT GRN,m,4000.3090,301140,980100S0686,WIC. MCA 10/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK WHT GRN,m,989.4640,301143,980100S0296,WIC. MCA 12/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED WHT GRN,m,1605.0710,301146,980100S0301,WIC. MCA 12/3 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM BLK RED BLU WHT GRN,m,1989.1980,301149,980100S0303,WIC. MCA 12/4 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALUMINUM JACKET WITH GREEN,m,2853.0940,301236,980100S0340,WIC. MCA 8/3 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALUMINUM JACKET WITH GREEN,m,3846.5530,301240,980100S0727,WIC. MCA 8/4 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,STL ARM BLK WHT GRN,m,1811.9050,96866,98010034610,WIC. MCS 10/2 S,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALM ARM,m,3002.5860,93168,980100S6497,WIC. MCA 6/2 ST,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE ALU ARM BLK WHT,m,1370.9440,32857,980100S0258,WIC. HCFA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,HEALTH CARE ALU ARM BLK WHT,m,1357.9370,1284,98010034805,WIC. HCFA 12/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,MR,m,6104.6840,216006,SON00295678,WIC. MCHVA 6/4,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK WHT GRN PAR,m,2972.5060,472281,SON00299575,WIC. MCPVCA 8/2,2026-08-25,UOM=m but description doesn't match wire keywords
Conductor,ALU ARM PVC BLK WHT GRN PAR,m,3836.5890,472283,SON00299576,WIC. MCPVCA 6/2,2026-08-25,UOM=m but description doesn't match wire keywords
Fasteners,5/16X4-IN HEX LAG BOLT STAI,m,1185.9900,1067957,63972022754,M-TAL BLS16SSB,2026-08-25,UOM=m but description doesn't match wire keywords
Fasteners,6X7/16 TAPPING SCREW,m,71.9900,686605,63972027031,M-TAL PDW1M,2026-08-25,UOM=m but description doesn't match wire keywords
Fasteners,8X1/2 PHIL SELF DLR SCR,m,61.9900,356427,63972027034,M-TAL WDW1M,2026-08-25,UOM=m but description doesn't match wire keywords
Fasteners,8X1/2 DRYWALL TAP SCR,m,61.9900,299185,63972027084,M-TAL WDS1M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,36311 WOVEN POLY MULETAPE,m,129.0880,1804350,85000326457,NEPT WP2500P/30,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,10728 WOVEN POLY MULETAPE,m,105.6330,305361,85000326450,NEPT WP1800P/30,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,18/4C N/S 600V TC,m,566.2510,193228,255600S0048,OMNI A11804,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,VNTC 18/2C PVC/NYL INSUL PV,m,344.3420,316166,SON00008588,OMNI A11802R,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,16/2 NONSHIELDED NON-PLENUM,m,277.0040,52134,255600S0015,OMNI H41602,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,18/3 STR TC SHLD PVC,m,1147.5000,54027,SON00295877,OMNI D11803,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,16/2C CL3R/CMR BC SHLD 300V,m,420.8620,1533748,255600S0320,OMNI DS11602,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,14/2 FPLR NONSHIELDED NONPL,m,420.8620,1541470,SON00265064,OMNI H41402,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,14/4C VNTC NS E2 600V TRAY,m,1086.5900,362669,255600S0249,OMNI A11404,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,18/2 STR TWPR SHLD CM GRY,m,405.5580,62137,255600S0089,OMNI D11802,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,20 AWG 7X28 STRANDED TINNED,m,592.6580,63413,255600S0093,OMNI D32002-MR,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,14/2 FPLR BE/WE CONDUCTORS,m,535.6430,372782,255600S0042,OMNI H31402RI,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,12/2C VNTC N/S E2 600V TC F,m,841.7240,1806474,SON00262103,OMNI A11202F,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,23/4PR CAT6 DIRECT BURIAL P,m,399.6060,697754,255600S0275,OMNI J562304-DB,2026-08-25,UOM=m but description doesn't match wire keywords
Data & Comm,23/4PR CAT6 CMR SHLD BLU,m,370.1020,433656,255600S0332,OMNI J662304-05,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,18/2 PURPLE/GRAY CL3P 1000R,m,277.5740,1181976,255600S0311,OMNI G121802-PG,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,16/2C CL3P/CMP BC N/S 300V,m,430.6150,1199902,255600S0306,OMNI G121602-PG,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,18/4 VNTC,m,803.4640,477267,SON00262900,OMNI A21804,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,18/4C CL3R/CMR BC SHLD 300V,m,482.0790,1719460,255600S0003,OMNI DS21804,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,18/2 CLR/CMR BC SHLD 300V P,m,255.0680,1608190,255600S0358,OMNI DS11802,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,16/2C CL3P/CMP BC N/S 300V,m,450.1200,1869433,SON00134918,OMNI G121602-PK,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,1PR 22AWG SHLD PVC TC 300V,m,344.3420,305667,255600S0119,OMNI D12202-100,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,14/4 W/14 GRD MINI-SPLIT UF,m,3037.8600,172187,SON00271359,OMNI 145STRMSR,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,18AWG END SLEEVE,m,105.9330,1006114,7498390984,PAND FSD77-8-3K,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,8AWG NO-INS FRL BULK,m,267.0270,521061,7498376351,PAND F83-12-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,2 PP DIN 1W FRL,m,1559.3900,824111,7498376274,PAND FSD86-16-L,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,STANDARD CBL TIE,m,125.1910,547337,7498354924,PAND PLT2S-M8,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,14AWG END SLEEVE,m,128.0560,1042074,7498390987,PAND FSD80-8-KD,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,WHT CMPNT LABEL,m,9.6280,838619,7498302701,PAND C100X038YJ,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,SLFLAM WRMRKR LBL,m,28.1930,566766,7498368389,PAND S075X125VA,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,WHT CMPNT LABEL,m,341.4400,577344,7498312261,PAND C100X050AM,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,NO8 PP DIN 1W FRL,m,748.4630,644150,7498376268,PAND FSD83-18-C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,12AWG NO-INS FRL BULK,m,199.2980,380183,7498376423,PAND F81-10-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,PLYPRO ISD FERRULE,m,311.7590,416058,7498376258,PAND FSD78-18-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,PLYPRO ISD FERRULE,m,623.5650,418729,7498376264,PAND FSD81-18-C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,6AWG NO-INS FRL BULK,m,411.9100,425987,7498376357,PAND F84-15-TL,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,WHT SLF-LAM LABEL,m,23.4170,435206,7498343922,PAND S050X125VA,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,20-18AWG NON-INS FRL BULK,m,121.4970,437022,7498376325,PAND F76-10-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,#16 N/I FRL,m,134.1290,952120,7498376332,PAND F78-12-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,PUSH MOUNT TIE BULK,m,232.4640,438854,7498355501,PAND PLP1.5I-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,#10 N/I FRL,m,191.6060,762285,7498376347,PAND F82-12-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,16AWG FERRUL,m,243.2680,982031,7498333344,PAND FSD78-8-K,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,WHT CMPNT LABEL,m,156.3780,477860,7498353567,PAND C400X200YJ,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 20.9IN HVY BLK WTHRE,m,1256.9550,485662,7498338777,PAND PLT6H-C0,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 5.6IN INT NAT NYLON,m,24.2980,20281,7498354048,PAND PLT1.5I-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 3.9IN MIN NAT NYLON,m,44.1570,2126,7498354047,PAND PLT1M-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 7.4IN STD BLK WTHRES,m,101.8690,8867,7498354079,PAND PLT2S-M0,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 7.4IN STD NAT NYLON,m,91.0730,25542,7498354078,PAND PLT2S-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 11.5IN STD NAT NYLON,m,242.0190,18561,7498354061,PAND PLT3S-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 14.5IN STD NAT NYLON,m,270.4910,20270,7498354081,PAND PLT4S-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LABEL WH PRINT-ON AREA VINY,m,80.1480,310749,7498343965,PAND S100X225VA,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LABEL WH PRINT-ON AREA VINY,m,121.4070,310750,7498343971,PAND S100X400VA,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,RING TERM BULK-PK,m,334.9380,150309,7498380123,PAND PV14-14R-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 14.5IN INT NAT NYLON,m,286.8740,101226,7498354071,PAND PLT4I-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,TIE MOUNT 1/4 HOLE,m,1141.0780,319648,7498358076,PAND TMEH-S25-C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 2.8IN SUBMIN BLK WTH,m,53.5590,319722,7498356041,PAND PLT.6SM-M0,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,RING TERM BULK-PK,m,474.6900,151332,7498380033,PAND PN10-10R-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,CBL TIE MOUNT BULK,m,430.7570,151419,7498358063,PAND ABM1M-A-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 11.4IN INT BLK WTHRE,m,87.2330,324182,7498354053,PAND PLT3I-M0,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,BULK CBL TIE MNT,m,551.4730,82136,7498358501,PAND ABMM-A-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,TERM RING VNYL INS ROHS,m,255.4940,326286,7498341161,PAND PV18-10R-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,TERM RING NON-INSUL,m,1312.0940,331043,7498387062,PAND P4-56R-T,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,TERM RING VINYL INS,m,337.0830,331525,7498380131,PAND PV10-8R-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,RING TERMIN,m,1705.3750,555426,7498387014,PAND PV6-10RX-T,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,WHITE PRINT-ON AREA VINYL L,m,48.6880,335971,7498343951,PAND S100X150VA,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,WHT SLF-LAM LABEL,m,19.8550,346910,7498343917,PAND S050X075VA,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,14 VYL INS FRL BULK,m,303.2710,130474,7498376259,PAND FSD80-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,18 VYL INS FRL BULK,m,212.1750,130483,7498376254,PAND FSD77-12-D,2026-08-25,UOM=m but description doesn't match wire keywords
Protection,DISCONNECT BULK,m,397.6560,235713,7498382769,PAND DNF18-250F,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,RING TERM BULK-PK,m,222.0950,235714,7498380121,PAND PV14-10R-M,2026-08-25,UOM=m but description doesn't match wire keywords
Fasteners,NYLON PUSH-RIVET,m,169.9050,158276,7498325221,PAND NR1-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,VYL INS 2W FRL BULK,m,424.5900,240200,7498376308,PAND FTD77-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,CBL TIE MOUNT BULK-PK,m,702.6970,240220,7498358004,PAND ABMS-A-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 5.6IN MIN NAT NYLON,m,68.4050,87359,7498354011,PAND PLT1.5M-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,6 VYL INS FRL BULK,m,686.0790,243028,7498376269,PAND FSD84-12-C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,10 VYL INS FRL BULK,m,485.2750,243452,7498376265,PAND FSD82-12-C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,PLYPRO ISD FERRULE,m,333.5570,358817,7498376305,PAND FTD75-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,24 VYL INS FRL BULK,m,252.8400,246872,7498376396,PAND FSD73-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,22-20AWG VYL INS FRL,m,212.1750,246874,7498376245,PAND FSD75-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,20-18AWG VYL INS FRL BULK,m,212.1750,246875,7498376248,PAND FSD76-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,PLYPRO ISD FERRULE,m,686.0790,364743,7498376266,PAND FSD82-18-C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,FERRULE INSUL 1MM2 8MM PIN,m,236.6290,1099099,7498333343,PAND FSD77-8-K,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,FERRULE INSUL 14AWG 8MM PIN,m,302.6410,1099103,7498333345,PAND FSD80-8-DK,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,DISCONN BULK,m,397.6560,110845,7498382751,PAND DNF14-250F,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,STN-STL TIE BULK,m,1497.1120,263725,7498354402,PAND MLT4S-CP,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,CBL TIE MOUNT,m,627.5900,91061,7498358030,PAND ABM2S-A-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 8IN MIN NAT NYLON BU,m,66.2160,91392,7498354026,PAND PLT2M-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,12 VYL INS FRL BULK,m,363.8900,138752,7498376262,PAND FSD81-10-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 14.5IN LTHVY NAT NYL,m,539.5590,113330,7498354069,PAND PLT4H-TL,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LOCKING TIE,m,638.3820,92237,7498353942,PAND PLT4H-TL0,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,"RING,NYLON,22-18AWG,#10",m,442.3240,1143927,7498380621,PAND PN18-10R-3,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 8IN INT NAT NYLON BU,m,34.1990,92810,7498354031,PAND PLT2I-M,2026-08-25,UOM=m but description doesn't match wire keywords
Fittings,STEEL-TY STRAP,m,1250.6370,286209,7498354400,PAND MLT2S-CP,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,14 VYL INS FRL BULK,m,363.8900,142694,7498376260,PAND FSD80-12-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,12 VYL INS FRL BULK,m,363.8900,142699,7498376745,PAND FSD81-12-C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,"TT SELFLAM 1.5""WX2.25""LX.75",m,152.0320,1429374,7498368392,PAND S150X225VA,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,10AWG NO-INS FRL BULK,m,186.4080,185327,7498376346,PAND F82-10-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 8IN INT BLK WTHRES N,m,122.8720,185645,7498354033,PAND PLT2I-M0,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,CBL TIE MOUNT,m,621.2330,96033,7498328112,PAND ABM112-A-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,"FERRULE,INSUL,16AWG,8MMPIN,",m,113.9020,1449945,7498390986,PAND FSD78-8-2K,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 9.7IN INT NAT NYLON,m,169.8180,96303,7498354152,PAND PLT2.5I-M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 3.9IN MIN BLK WTHRES,m,69.1170,98806,7498354958,PAND PLT1M-M0,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 14.5IN STD BLK WTHRE,m,109.5640,121547,7498354094,PAND PLT4S-M0,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,18AWG NON-INSUL FRL,m,115.6980,305838,7498376328,PAND F7710M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,FERRULE NON-INSUL 16AWG,m,127.7480,305840,7498376331,PAND F7810M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,FERRULE NON-INSUL 14AWG,m,135.3600,305843,7498376337,PAND F8010M,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,24-22AWG VYL INS FRL BULK,m,252.8400,305849,7498376398,PAND FSD74-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,INS FRL BULK,m,212.1750,305851,7498376246,PAND FSD75-10-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,20-18AWG VYL INS FRL,m,212.1750,305853,7498376249,PAND FSD76-10-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,INS FRL BULK,m,212.1750,305856,7498376253,PAND FSD77-10-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,18 VYL INS FRL,m,212.1750,305858,7498376252,PAND FSD77-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,16 VYL INS FRL BULK,m,303.2710,305860,7498376256,PAND FSD78-10-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,16 VYL INS FRL,m,272.8570,305862,7498376255,PAND FSD78-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,VYL INS FRL BULK,m,545.9750,305864,7498376267,PAND FSD83-12-C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,VYL INS 2W FRL BULK,m,455.0050,305873,7498376309,PAND FTD7710D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,POLYPRO INS FERRULE BLACK,m,485.2590,305877,7498376310,PAND FTD788D,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,VYL INS FRL BULK,m,667.3730,305879,7498376312,PAND FTD8010TL,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,VYL INS FRL BULK,m,819.0250,305882,7498376314,PAND FTD8112C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,VYL INS FRL BULK,m,902.6410,305884,7498376315,PAND FTD8214C,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 8IN MIN BLK WTHRES N,m,95.0550,306136,7498354027,PAND PLT2MM0,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,LKGTIE 20.9IN HVY NAT NYLON,m,1007.4410,306143,7498338776,PAND PLT6HC,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,12-10 VIN INS RING BULK,m,303.7950,306172,7498380133,PAND PV1010RD,2026-08-25,UOM=m but description doesn't match wire keywords
Terminals & Lugs,RING TERM BULK PK,m,379.4240,306178,7498380135,PAND PV1014RD,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,16-14 VIN INS RING BULK,m,248.6410,306187,7498380117,PAND PV146RM,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,16-14 VIN INS RING BULK,m,248.6410,306191,7498380119,PAND PV148RM,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,VINYL LABEL WH PRINT ON ARE,m,29.6420,306224,7498343912,PAND S050X075VA,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,VINYL LABEL WH PRINT ON ARE,m,29.6420,306228,7498343918,PAND S050X125VA,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,WH PRINT-ON AREA VINYL LABE,m,35.2180,306231,7498343923,PAND S050X150VA,2026-08-25,UOM=m but description doesn't match wire keywords
Wire Management,Pan-Term FSDX75-8-D Covered,m,96.8790,69027,7498333374,PAND FSDX75-8-D,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,TRIPLE RATED 1000R,m,3720.5540,527695,980120S4003,WIA. TRIUG 4/0-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,TRIPLE RATED MR RHH RHW-2 U,m,3720.5540,527696,980120S4004,WIA. TRIUG 4/0-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,RATED MR,m,1890.3280,527702,980120S4010,WIA. TRIUG 2-2-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,TRIPLE RATED MR,m,2825.6890,527706,980120S4014,WIA. TRIUG 2/0-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,TRIPLE RATED MR,m,4199.9970,527709,980120S4016,WIA. TRIUG 4/0-,2026-08-25,UOM=m but description doesn't match wire keywords
Misc,WAKEFOREST 1000R,m,4857.1070,133509,98012059745,WIA. QUADUG 4/0,2026-08-25,UOM=m but description doesn't match wire keywords
