Book,Category,Description,UOM,Customer Price,SKU,UPC,Manufacturer Part Number,Source Date
Contractor,Terminals & Lugs,WINDOW CRIMP FOR 750 MCM 21,ea,28.0000,1193890,61720999563,ITOOL CR185 750,2026-08-25
Contractor,Terminals & Lugs,WINDOW CRIMP FOR 750 MCM 28,ea,28.0000,1193891,61720999564,ITOOL CR186 750,2026-08-25
Contractor,Terminals & Lugs,WINDOW CRIMP FOR 750 MCM 35,ea,28.0000,1193892,61720999565,ITOOL CR187 750,2026-08-25
Contractor,Misc,RACHET CUTTERS,ea,385.0000,1207899,61720999775,ITOOL RC1000,2026-08-25
Contractor,Misc,ITOOL HDPC01H,ea,1500.0000,679350,,MHE PIPECART,2026-08-25
Contractor,Misc,HANDHELD 1K PULLER,ea,1500.0000,136121,71578605220,ITOOL C1K-PULLE,2026-08-25
Contractor,Misc,MC CART,ea,800.0000,155086,71578639088,ITOOL MC300.2,2026-08-25
Contractor,Misc,1 PIN W/ANGLE CLIP W/1 5.6I,ea,1.4626,1447948,662520S0001,ITW PC10012G-6,2026-08-25
Contractor,Misc,27CAL RED STRIP (100 LOADS,ea,0.2516,1249243,66252000683,ITW 5RS27,2026-08-25
Contractor,Misc,1IN PIN W/ANGLE CLIP,ea,0.4203,226164,66252006956,ITW SDC100,2026-08-25
Contractor,Misc,27CAL GRN STRIP (100 LOADS,ea,0.1989,156420,66252000653,ITW 3RS27,2026-08-25
Contractor,Misc,27CAL YEL STRIP (100 LOADS,ea,0.2113,156425,66252000668,ITW 4RS27,2026-08-25
Contractor,Misc,1 1/4IN PIN W/ANGLE CLIP,ea,0.3521,1115793,66252006955,ITW SDC125,2026-08-25
Contractor,Misc,12V 18AH BATTERY,ea,60.1590,196200,23590090193,JASCO RB12180-N,2026-08-25
Contractor,Misc,2 AA WRAPPED W/LEADS PLUS C,ea,12.2090,884220,235900S0006,JASCO NC-AA-2-B,2026-08-25
Contractor,Misc,4.8 VOLTS 700 MAH NICAD AA,ea,17.1410,626358,235900S0007,JASCO NCAA-4-AA,2026-08-25
Contractor,Misc,12V 5AH SLA BATTERY,ea,22.1590,110259,23590090147,JASCO RB1252,2026-08-25
Contractor,Misc,6V 12AH SLA BATTERY F1,ea,23.9870,116317,23590090131,JASCO RB6121-F1,2026-08-25
Contractor,Misc,3.6VOLTS 1000MAH (3) NICAD,ea,21.1610,1188672,23590090204,JASCO NCAA10003,2026-08-25
Contractor,Misc,NI-CD 4.8V AA700MAH CUBE CO,ea,18.6690,761665,235900S0003,JASCO NC-AA-4C-,2026-08-25
Contractor,Misc,(1005/12-561),ea,16.4780,82322,23590012561,JASCO RB670,2026-08-25
Contractor,Misc,(1003/12-255),ea,13.6910,82772,23590011305,JASCO RB640,2026-08-25
Contractor,Misc,12V 12AH SLA BATTERY F2,ea,45.8670,236294,23590090149,JASCO RB12120-F,2026-08-25
Contractor,Misc,"6V 36AH SLA BATTERY, F2",ea,65.4460,243142,23590090135,JASCO RB6360,2026-08-25
Contractor,Misc,12V 7.5AH BATTERY,ea,21.0490,94236,23590012707,JASCO RB1270,2026-08-25
Contractor,Misc,BONDING PLATE 4 ABOVE GRDPO,ea,56.9720,311381,209996802,JMPROD BS680AG,2026-08-25
Contractor,Misc,BONDING PLATE 4 INGROUND PO,ea,56.9720,311382,209999680,JMPROD BS680IG,2026-08-25
Contractor,Lighting,5IN WHITE BAFFLE ECONOMY TR,ea,15.0000,262731,66120908084,JNO V2015W-WH,2026-08-25
Contractor,Lighting,TRIM WHT MIN RND BAFFLE,ea,20.9320,9306,66120995032,JNO 14W-WH,2026-08-25
Contractor,Lighting,TRIM WHT RND BAFFLE,ea,17.8960,1267,66120995030,JNO 205W-WH,2026-08-25
Contractor,Lighting,TRIM WHT RND BAFFLE,ea,36.4980,34462,66120995028,JNO 604W-WH,2026-08-25
Contractor,Lighting,6-IN HSNG UNIV SUPER RND IC,ea,61.2060,5651,66120970020,JNO IC2,2026-08-25
Contractor,Lighting,HSG REMODEL-IC,ea,48.5870,34443,66120901766,JNO IC21R,2026-08-25
Contractor,Lighting,HSG REMODEL-IC,ea,17.9860,9528,66120901767,JNO IC22R,2026-08-25
Contractor,Lighting,HSNG SLOPED CEILING IC,ea,63.1710,34432,66120900096,JNO IC928,2026-08-25
Contractor,Lighting,4FT WHITE TRAC,ea,28.6960,12024,66120903174,JNO R-4FT-WH,2026-08-25
Contractor,Lighting,8FT TRAC WHT,ea,51.9830,28102,66120903178,JNO R-8FT-WH,2026-08-25
Contractor,Fittings,WHT MINI CONNECTOR,ea,8.7800,835,66120903110,JNO R23WH,2026-08-25
Contractor,Fittings,L WHT CONNECTOR,ea,17.3970,8837,66120903114,JNO R24WH,2026-08-25
Contractor,Lighting,FLOATING ELEC FEED,ea,15.5010,4587,66120903112,JNO R29WH,2026-08-25
Contractor,Fittings,WHT COND CONNECTOR,ea,17.8910,11533,66120903170,JNO R34WH,2026-08-25
Contractor,Lighting,E FEED CNCTR WHT,ea,12.5280,9677,66120903513,JNO R38WH,2026-08-25
Contractor,Lighting,ADJUSTABLE JOINER WHITE,ea,48.9390,12397,66120900537,JNO T20WH,2026-08-25
Contractor,Lighting,HSG-T.C REMODEL,ea,27.2070,5662,66120901798,JNO TC1R,2026-08-25
Contractor,Lighting,6IN WHITE BAFFLE SHORT,ea,4.1800,3123,66120901730,JNO V3024W-WH,2026-08-25
Contractor,Lighting,LED TRACK HEAD,ea,59.1400,1492466,66120961215,JNO R600L-G2-30,2026-08-25
Contractor,Lighting,50W FLARE BLACK,ea,26.3830,189017,66120903072,JNO R551BL,2026-08-25
Contractor,Fittings,CONDUIT CONNECTOR BLACK,ea,20.9210,189018,66120903165,JNO R34BL,2026-08-25
Contractor,Lighting,"2"" TRIM ASSEMBLY ROUND CONE",ea,91.8160,1257004,66120958604,JNO 2LEDTRIM-G2,2026-08-25
Contractor,Lighting,LED TRACK HEAD,ea,65.7190,1545337,66120961212,JNO R600L-G2-30,2026-08-25
Contractor,Lighting,8IN LED WAFER CCT SELECTABL,ea,39.8660,1751769,19499424391,JNO WF8-SWW5-90,2026-08-25
Contractor,Lighting,6IN LED WAFER TRIM COLOR SE,ea,25.0960,1761082,19499424380,JNO WF6-SWW5-90,2026-08-25
Contractor,Lighting,8FT TRAC BLK,ea,49.9950,60397,66120903177,JNO R-8FT-BL,2026-08-25
Contractor,Lighting,4FT TRAC BLK TRACKIT,ea,30.3510,60398,66120903173,JNO R-4FT-BL,2026-08-25
Contractor,Fittings,L BLK CONNECTOR,ea,17.8910,60399,66120903113,JNO R24BL,2026-08-25
Contractor,Lighting,E FEED CNCTR BLK,ea,12.3190,60400,66120903510,JNO R38BL,2026-08-25
Contractor,Lighting,MONOPOINT ADAPTER LINE VOLT,ea,14.9330,1085290,66120940775,JNO R40N-BL,2026-08-25
Contractor,Lighting,4-IN HSNG MINI RND IC STD,ea,34.7130,63356,66120970000,JNO IC1,2026-08-25
Contractor,Lighting,4-IN LED 5CCT SWITCHABLE DO,ea,17.2980,1635108,19499424346,JNO WF4-SWW5-90,2026-08-25
Contractor,Lighting,6-IN LED 5CCT SWITCHABLE DO,ea,19.9600,1635109,19499424373,JNO WF6-SWW5-90,2026-08-25
Contractor,Lighting,FRPC-WWH-M6 4-IN RETRO LED,ea,26.6920,1637019,19499489247,JNO 4RLD-G4-06L,2026-08-25
Contractor,Lighting,6FT TRAC BLACK,ea,43.8380,164459,66120903175,JNO R6FTBL,2026-08-25
Contractor,Lighting,4-IN LED 5CCT SWITCHABLE DO,ea,22.0010,1647610,19499424359,JNO WF4-SWW5-90,2026-08-25
Contractor,Lighting,50W FLRE WHT,ea,22.6250,93409,66120903074,JNO R551WH,2026-08-25
Contractor,Fittings,BLK MINI CONNECTOR,ea,8.2060,71108,66120903109,JNO R23BL,2026-08-25
Contractor,Fittings,J BOX FEED CONN W/CVR BLK,ea,13.0510,73608,66120903314,JNO R21BL,2026-08-25
Contractor,Lighting,120-FRPC-WWH 4IN LED CANLES,ea,40.4370,1700840,19499460674,JNO JPDZ4-DB-AL,2026-08-25
Contractor,Boxes,REMODEL JUNCTION BOX 120V,ea,7.5400,1700843,19499460911,JNO JPDZRMJBX-1,2026-08-25
Contractor,Lighting,4IN NEW CONSTRUCTION MOUNTI,ea,13.5280,1700844,19499461497,JNO JPDZ4RDNCMF,2026-08-25
Contractor,Lighting,LED TRACK HEAD,ea,52.6210,1702574,66120961139,JNO R600L-G2-27,2026-08-25
Contractor,Lighting,4IN SLIMBASICS TAPERED SURF,ea,13.3440,1703426,19499536536,JNO JSBT-4IN-30,2026-08-25
Contractor,Lighting,5-IN UNIVERSAL HOUSING,ea,23.8850,47058,66120995271,JNO IC20R,2026-08-25
Contractor,Lighting,1000 LUMEN 2-IN DOWNLIGHT D,ea,99.4570,1218494,66120958512,JNO 2LEDDRIVER-,2026-08-25
Contractor,Lighting,JUNO PODZ 4IN LED DOWNLIGHT,ea,68.7620,6343,19499520562,LITH JPDZ4 DC A,2026-08-25
Contractor,Lighting,75W FLARE BLACK,ea,31.0480,9413,66120903081,JNO R552-BL,2026-08-25
Contractor,Lighting,6FT TRACK LT SECTION,ea,50.4170,27555,66120929073,JNO R-6FT-BZ,2026-08-25
Contractor,Conductor,CONN&OLET BX CVR,ea,17.0770,27559,66120929076,JNO R21-BZ,2026-08-25
Contractor,Lighting,LED TRACK HEAD,ea,59.5830,31833,66120961148,JNO R600L-G2-27,2026-08-25
Contractor,Lighting,MW-M6 4IN WAFER-THIN LED DO,ea,30.6050,72467,19758904136,JNO W4F-DREG-B-,2026-08-25
Contractor,Lighting,MW-M6 6IN WAFER-THIN LED DO,ea,34.0060,72468,19758904141,JNO WF6-DREG-B-,2026-08-25
Contractor,Lighting,4IN WAFER-THIN LED DOWNLIGH,ea,30.6050,72469,19758904126,JNO WF4DREGSMAL,2026-08-25
Contractor,Lighting,M6 4IN WAFER-THIN LED DOWNL,ea,30.6790,72477,19758921744,JNO WF4-ALO19-S,2026-08-25
Contractor,Lighting,M6 6IN WAFER-THIN LED DOWNL,ea,37.7020,72478,19758921736,JNO WF6-ALO20-S,2026-08-25
Contractor,Lighting,4IN WAFER-THIN LED DOWNLIGH,ea,25.1340,72465,19758904105,JNO WF4-ALO19-S,2026-08-25
Contractor,Lighting,4IN INCANDESCENT NEW CONSTR,ea,22.1040,192513,19893542812,JNO IC1-S-W,2026-08-25
Contractor,Lighting,5IN INCANDESCENT NEW CONSTR,ea,13.6760,192517,19893542814,JNO IC20-S-W,2026-08-25
Contractor,Lighting,6IN INCANDESCENT NEW CONSTR,ea,13.0850,192519,19893542815,JNO IC22-S-W,2026-08-25
Contractor,Lighting,JUNO SLIMBASICS SURFACE MOU,ea,22.1870,200099,19759038670,JNO JSBC-6IN-SW,2026-08-25
Contractor,Lighting,M6 6 IN WAFER THIN SQ LED D,ea,25.1340,212082,19893547651,JNO WF6-SQ-SM-A,2026-08-25
Contractor,Lighting,LED DOWNLIGHT FIXTURE (PK/6,ea,77.0290,154815,19499424368,JNO WF4-SWW5-90,2026-08-25
Contractor,Lighting,20W LED WALL PACK,ea,75.5020,202378,84365412913,KEYSTE KT-WPLED,2026-08-25
Contractor,Devices,SMDCFEX-VRF SMOKE ALARM FIR,ea,47.6850,231519,4787133918,KID 21033918,2026-08-25
Contractor,Devices,CUACFEX-VRF COMBINATION UNI,ea,81.0830,231520,4787133915,KID 21033915,2026-08-25
Contractor,Devices,CUDCFEX-VRF COMBINATION UNI,ea,76.3120,231526,4787133917,KID 21033917,2026-08-25
Contractor,Devices,135DEG HEAT DETECTOR - 120V,ea,37.3610,72571,2541784135,KID HD135F,2026-08-25
Contractor,Devices,900-0149-025 AC PLUG IN ADA,ea,4.6610,79365,4787100149,KID KA-F2,2026-08-25
Contractor,Devices,SMACFEX SMOKE ALARM HARDWIR,ea,19.2330,126146,4787133081,KID 21033081,2026-08-25
Contractor,Devices,SMAC10YFEX SMOKE ALARM HARD,ea,33.4090,126158,4787133087,KID 21033087,2026-08-25
Contractor,Devices,CUACFEX COMB SMOKE & CO ALA,ea,61.4680,126161,4787133083,KID 21033083,2026-08-25
Contractor,Devices,CUAFEX-V COMB SMOKE & CO AL,ea,63.5660,126163,4787133084,KID 21033084,2026-08-25
Contractor,Devices,CUAC10YFEX-V COMB SMOKE & C,ea,70.1090,126165,4787133086,KID 21033086,2026-08-25
Contractor,Devices,DETECT COMPACT SMOKE ALARM,ea,16.7130,138289,4787131428,KID 21031428,2026-08-25
Contractor,Devices,30CUD10-V / DC COMBO 10YR W,ea,75.7250,138514,4787132778,KID 21032779,2026-08-25
Contractor,Devices,SMOKE 10 YEAR NEVER CHANGE,ea,33.4930,140301,4787131466,KID 21031466,2026-08-25
Contractor,Devices,SMOKE + CO 10 YEAR NEVER CH,ea,70.4360,140303,4787131514,KID 21031514,2026-08-25
Contractor,Devices,10-YEAR BATTERY POWERED SMO,ea,40.2140,182990,4787133065,KIDDE 21033065,2026-08-25
Contractor,Devices,CU CH RGCUAR-RW ACDC 1PC@3C,ea,78.2880,184230,4787133275,KID 21033275,2026-08-25
Contractor,Tools,4PC CRBD HOLE CUTR SET,ea,99.9900,521984,9264431872,KLEIN 31872,2026-08-25
Contractor,Tools,4 PACK OF 12-1/2 ZIPPER BAG,ea,39.9700,52624,9264455367,KLEIN 5140,2026-08-25
Contractor,Fasteners,CUSHION GRIP TAPPING TOOL,ea,29.9900,52627,9264462620,KLEIN 626,2026-08-25
Contractor,Tools,AUTOMATIC WIRE STRIPPER 10-,ea,22.9700,818036,9264442002,KLEIN 11061,2026-08-25
Contractor,Tools,ROLLING TOOL BAG,ea,199.9700,833597,9264455452,KLEIN 55452RTB,2026-08-25
Contractor,Tools,REPLACEMENT TEST LEAD SET,ea,19.9700,575607,9264469410,KLEIN 69410,2026-08-25
Contractor,Devices,RECEPTACLE TESTER,ea,13.9800,1068618,9264469027,KLEIN RT210,2026-08-25
Contractor,Tools,C/B FINDER ACCY KIT,ea,21.9700,593054,9264469411,KLEIN 69411,2026-08-25
Contractor,Tools,HI-VIZ SIDE-CUTTING PLIERS,ea,45.9700,885896,9264438003,KLEIN D20009NEG,2026-08-25
Contractor,Tools,11.5IN CABLE CUTTER,ea,299.9600,886282,9264463711,KLEIN 63711,2026-08-25
Contractor,Tools,"CMPRSN CRMPR-LAT, MULTI-CNC",ea,64.9900,647608,9264458089,KLEIN VDV211-06,2026-08-25
Contractor,Conductor,BX&FLEX CONDUIT CUTTER,ea,44.9700,385067,9264453725,KLEIN 53725,2026-08-25
Contractor,Tools,ALL PURPOSE PLIERS - WIRE S,ea,45.9900,906441,9264438002,KLEIN J206-8C,2026-08-25
Contractor,Tools,"SCREWDRIVER, 4 PC SET",ea,39.9700,663643,9264485105,KLEIN 85105,2026-08-25
Contractor,Tools,TERM BLK SCREWDRIVER,ea,9.9700,671443,9264432226,KLEIN 612-4,2026-08-25
Contractor,Tools,PVC CUTTER,ea,14.9900,400985,9264450507,KLEIN 50506SEN,2026-08-25
Contractor,Conductor,BX CUTTER BLADE REPLACEMENT,ea,8.9700,401238,9264453744,KLEIN 53726SEN,2026-08-25
Contractor,Tools,KNOCKOUT PUNCH SET W/WRENCH,ea,299.9800,401241,9264453750,KLEIN 53732SEN,2026-08-25
Contractor,Tools,HEAVY DUTY MULIT-BIT,ea,16.9700,682291,9264432557,KLEIN 32557,2026-08-25
Contractor,Tools,STUBBY SCREWDRIVER/NUT DRIV,ea,11.9800,682921,9264432561,KLEIN 32561,2026-08-25
Contractor,Tools,CUTR/STR/CRMPR,ea,35.9900,411853,9264458014,KLEIN VDV226-01,2026-08-25
Contractor,Tools,TRADESMAN PRO ORGANIZER BAC,ea,99.9700,945359,9264455467,KLEIN 55421BP-1,2026-08-25
Contractor,Tools,WORK LIGHT,ea,14.9900,950888,9264455437,KLEIN 55437,2026-08-25
Contractor,Tools,FOAM WIRE PULLING LUBRICANT,ea,19.9700,951880,9264451100,KLEIN 51100,2026-08-25
Contractor,Lighting,"7"" SHANK DEMOLITION DRIVER-",ea,19.9900,757453,9264432222,KLEIN 602-7DD,2026-08-25
Contractor,Tools,DRILL TAP TOOL KIT,ea,59.9900,985354,9264432217,KLEIN 32217,2026-08-25
Contractor,Tools,4-IN SQRSHNK SCRDRVR,ea,10.3230,12633,9264485002,KLEIN 600-4,2026-08-25
Contractor,Tools,6-IN SQ-SHANK SCR-DRVR,ea,12.1370,10816,9264485004,KLEIN 600-6,2026-08-25
Contractor,Tools,8-IN SQRSHNK SCRDRVR,ea,16.9900,20377,9264485006,KLEIN 600-8,2026-08-25
Contractor,Tools,4-IN RD-SHANK SCR-DRVR,ea,8.2870,1556,9264485012,KLEIN 601-4,2026-08-25
Contractor,Tools,6-IN RD-SHANK SCR-DRVR,ea,9.9560,13293,9264485014,KLEIN 601-6,2026-08-25
Contractor,Tools,8-IN RD-SHANK SCR-DRVR,ea,11.6610,12497,9264485016,KLEIN 601-8,2026-08-25
Contractor,Tools,4-IN RD-SHANK SCR-DRVR,ea,9.9170,8171,9264485022,KLEIN 602-4,2026-08-25
Contractor,Tools,6-IN RD-SHANK SCR-DRVR,ea,12.9290,7059,9264485024,KLEIN 602-6,2026-08-25
Contractor,Fasteners,NO-2 PHILLIPS SCR-DRVR,ea,7.9900,22563,9264485032,KLEIN 603-1,2026-08-25
Contractor,Fasteners,NO-1 PHILLIPS SCR-DRVR,ea,8.9900,32782,9264485034,KLEIN 603-3,2026-08-25
Contractor,Fasteners,NO-2 PHILLIPS SCR-DRVR,ea,8.8130,32451,9264485036,KLEIN 603-4,2026-08-25
Contractor,Fasteners,NO-3 PHILLIPS SCR-DRVR,ea,11.7690,6490,9264485038,KLEIN 603-6,2026-08-25
Contractor,Fasteners,NO-2 PHILLIPS SCR-DRVR,ea,10.3510,31687,9264485040,KLEIN 603-7,2026-08-25
Contractor,Tools,4-IN CAB-PT SCR-DRVR,ea,9.9230,27851,9264485044,KLEIN 605-4,2026-08-25
Contractor,Tools,6-IN CAB-PT SCR-DRVR,ea,10.9200,20662,9264485046,KLEIN 605-6,2026-08-25
Contractor,Tools,8-IN CAB-PT SCR-DRVR,ea,11.9900,27380,9264485048,KLEIN 605-8,2026-08-25
Contractor,Tools,3/32 CAB TIP MINI S/D,ea,6.9900,34380,9264485463,KLEIN 607-3,2026-08-25
Contractor,Tools,1/8 CAB TIP MINI S/D,ea,6.9900,34381,9264485467,KLEIN 608-4,2026-08-25
Contractor,Tools,REPLACEMENT TAP SOLD PER 2/,ea,8.9900,22998,9264453705,KLEIN 626-32,2026-08-25
Contractor,Fasteners,6-IN-ONE TAPPING TOOL,ea,29.9120,12767,9264453706,KLEIN 627-20,2026-08-25
Contractor,Lighting,1/4 NUT DRIVER,ea,11.9900,19123,9264465002,KLEIN 630-1/4,2026-08-25
Contractor,Lighting,9/16 NUT DRIVER,ea,11.9900,19806,9264465008,KLEIN 630-9/16,2026-08-25
Contractor,Lighting,7-PC NUT DRIVER SET,ea,53.9900,10004,9264465015,KLEIN 631,2026-08-25
Contractor,Tools,7-IN SCRATCH AWL,ea,12.9900,23907,9264466386,KLEIN 650,2026-08-25
Contractor,Tools,NO-1 SQ-TIP SCREWDRIVER,ea,9.7880,11078,9264485162,KLEIN 661,2026-08-25
Contractor,Tools,NO-2 SQ-TIP SCREWDRIVER,ea,9.4740,7668,9264485164,KLEIN 662,2026-08-25
Contractor,Conductor,M-USE JAB SAW W/6IN BLD,ea,15.9800,31736,9264431000,KLEIN 725,2026-08-25
Contractor,Tools,9-3/4 CRIMPING TOOL,ea,29.9700,15904,9264474204,KLEIN 1005,2026-08-25
Contractor,Terminals & Lugs,8-1/4 CUT/CRIMP TOOL,ea,23.9020,11762,9264474404,KLEIN 1010,2026-08-25
Contractor,Tools,6-IN STRIP/CUT TOOL,ea,15.8110,6016,9264474008,KLEIN 1011,2026-08-25
Contractor,Tools,CURVED BLD PCKT KNIFE,ea,33.1100,33022,9264444204,KLEIN 1550-4,2026-08-25
Contractor,Tools,CURVED BLD PCKT-KNIFE,ea,29.9900,13294,9264444224,KLEIN 1550-24,2026-08-25
Contractor,Tools,IRONWORKERS TOOL HOLDER,ea,23.4900,9972,9264455020,KLEIN 5119,2026-08-25
Contractor,Tools,7X12 CANVAS ZIPPER BAG,ea,10.9700,25886,9264455333,KLEIN 5139,2026-08-25
Contractor,Tools,LARGE POCKET TOOL POUCH,ea,56.9900,21562,9264455050,KLEIN 5164,2026-08-25
Contractor,Tools,TOOL BELT,ea,8.9900,8023,9264455223,KLEIN 5204,2026-08-25
Contractor,Tools,WAISTBELT,ea,29.9900,10256,9264455250,KLEIN 5415,2026-08-25
Contractor,Tools,WIRE STRIPPER,ea,16.9700,28495,9264474045,KLEIN 11045,2026-08-25
Contractor,Tools,WIRE STRIPPER,ea,16.9700,21929,9264474046,KLEIN 11046,2026-08-25
Contractor,Tools,WIRE STRIPPER/CUTTER,ea,21.9700,36038,9264411053,KLEIN 11053,2026-08-25
Contractor,Tools,WIRE STRIPPER/CUTTER,ea,20.2770,18237,9264474057,KLEIN 11055,2026-08-25
Contractor,Tools,10-IN-1 SCREW/NUT DRVER,ea,16.9900,25370,9264432477,KLEIN 32477,2026-08-25
Contractor,Tools,REPL BIT 1PHIL&3/16SLOT,ea,4.9900,26241,9264432482,KLEIN 32482,2026-08-25
Contractor,Tools,REPL BITS 2PHIL&1-4SLOT 2-P,ea,4.9900,28151,9264432483,KLEIN 32483,2026-08-25
Contractor,PPE & Safety,GEN PURPOSE GLOVES PR,ea,2.9900,26990,9264460102,KLEIN 40002,2026-08-25
Contractor,Tools,POCKET KNIFE ALUM LOCKBACK,ea,49.9900,6111,9264444001,KLEIN 44001,2026-08-25
Contractor,Tools,CABLE SPLICER KNIFE,ea,24.9900,988,9264444190,KLEIN 44200,2026-08-25
Contractor,Tools,HAND CLEANER TOWEL,ea,22.9900,12836,9264451425,KLEIN 51425,2026-08-25
Contractor,Tools,9-1/2 CABLE CUTTER,ea,29.9800,32809,9264463050,KLEIN 63050,2026-08-25
Contractor,Tools,10IN RATCHET CBL CUTTER,ea,209.7900,554,9264463060,KLEIN 63060,2026-08-25
Contractor,Tools,FLDG HEX KEY SET,ea,12.0620,21932,9264433273,KLEIN 70579,2026-08-25
Contractor,Tools,9PC FOLDING HEX KEY SET,ea,9.0890,3164,9264433267,KLEIN 70591,2026-08-25
Contractor,Tools,6 PIECE TRIM OUT SET,ea,104.9900,24072,9264480006,KLEIN 80006,2026-08-25
Contractor,Tools,7-PC SCREWDRIVER SET,ea,49.9700,17045,9264485076,KLEIN 85076,2026-08-25
Contractor,Tools,SCREWDRIVER CONDUIT,ea,33.4910,24402,9264485191,KLEIN 85191,2026-08-25
Contractor,Tools,8IN LONG NOSE PLIER,ea,40.9900,21072,9264471034,KLEIN D203-8NCR,2026-08-25
Contractor,Tools,8-IN LONG NOSE PLIERS,ea,29.9700,24126,9264471028,KLEIN D203-8,2026-08-25
Contractor,Tools,9IN SIDECUT PLIER,ea,39.9700,24568,9264470046,KLEIN D213-9NE-,2026-08-25
Contractor,Tools,9-IN SIDE CUT PLIERS,ea,35.9800,31406,9264470042,KLEIN D213-9NE,2026-08-25
Contractor,Tools,8-IN DIAG CUT PLIERS,ea,30.9700,28320,9264472070,KLEIN D248-8,2026-08-25
Contractor,Tools,5-IN FLUSH CUT PLIERS,ea,12.9700,26617,9264472080,KLEIN D275-5,2026-08-25
Contractor,Tools,10-IN PUMP PLIERS,ea,26.9900,10147,9264473010,KLEIN D502-10,2026-08-25
Contractor,Tools,12-IN PUMP PLIERS,ea,33.9900,13334,9264473018,KLEIN D502-12,2026-08-25
Contractor,Tools,9IN SIDECUT PLIER,ea,50.9900,18496,9264470083,KLEIN D2000-9NE,2026-08-25
Contractor,Tools,9-IN SIDE CUT PLIER,ea,39.9800,31887,9264470082,KLEIN D2000-9NE,2026-08-25
Contractor,Tools,8-IN DIAG CUT PLIERS,ea,35.9700,1301,9264472097,KLEIN D2000-48,2026-08-25
Contractor,Tools,9IN SIDE CUT PLIERS,ea,39.9900,10910,9264470044,KLEIN HD213-9NE,2026-08-25
Contractor,Tools,9IN SIDE CUT PLIER,ea,46.9900,12374,9264470088,KLEIN HD2000-9N,2026-08-25
Contractor,Tools,LONG NOSE PLIERS,ea,39.2320,2442,9264472111,KLEIN J203-8,2026-08-25
Contractor,Tools,SIDE CUTNG PLIERS,ea,50.0180,3521,9264472103,KLEIN J213-9NEC,2026-08-25
Contractor,Tools,DIAG CUTNG PLIERS,ea,35.0330,20824,9264472109,KLEIN J248-8,2026-08-25
Contractor,Tools,10IN PUMP PLIERS,ea,31.9900,26546,9264473015,KLEIN J502-10,2026-08-25
Contractor,Tools,CRIMPING TOOL,ea,40.0870,31949,9264474001,KLEIN J1005,2026-08-25
Contractor,Tools,SIDE CUTNG PLIERS,ea,59.8320,12748,9264472104,KLEIN J2000-9NE,2026-08-25
Contractor,Tools,SIDE CUTTING PLIERS,ea,39.9700,1457,9264472102,KLEIN J2000-9NE,2026-08-25
Contractor,Tools,DIAG CUTNG PLIERS,ea,40.9900,1531,9264472110,KLEIN J2000-48,2026-08-25
Contractor,Tools,CABLE CUTTER,ea,40.9900,4357,9264472113,KLEIN J63050,2026-08-25
Contractor,Tools,KLEIN-KURVE NM CBL STRP,ea,28.3440,32576,9264414124,KLEIN K1412,2026-08-25
Contractor,Tools,AC/DC VOLTAGE/TESTER,ea,49.9700,1222570,9264469037,KLEIN ET250,2026-08-25
Contractor,Tools,INSULATION RESISTANCE TESTE,ea,199.9700,1500715,9264469242,KLEIN ET600,2026-08-25
Contractor,Tools,STEEL FISH TAPE 1/8 INCH X,ea,84.9700,1502293,9264456334,KLEIN 56334,2026-08-25
Contractor,Tools,RECHARGEABLE SELF-LEVELING,ea,329.9800,1718736,9264469278,KLEIN 93PLL,2026-08-25
Contractor,Tools,NON-CONTACT VOLT TESTER/THE,ea,39.9900,1239671,9264469061,KLEIN NCVT-4IR,2026-08-25
Contractor,Tools,MAGNETIZER / DEMAGNETIZER,ea,11.9700,1241100,9264432446,KLEIN MAG2,2026-08-25
Contractor,Tools,TRIPOD,ea,69.9800,1728818,9264469345,KLEIN 69345,2026-08-25
Contractor,PPE & Safety,WINTER THERMAL GLOVES - MED,ea,24.9800,1892423,9264460619,KLEIN 60619,2026-08-25
Contractor,PPE & Safety,WINTER THERMAL GLOVES - LAR,ea,24.9800,1892424,9264460620,KLEIN 60620,2026-08-25
Contractor,Tools,SELF-LEVELING CROSS-LINE LA,ea,179.9800,1248967,9264493002,KLEIN 93LCLS,2026-08-25
Contractor,Tools,HIGH-VISIBILITY YELLOW WINT,ea,79.9900,1730271,9264460501,KLEIN 60501,2026-08-25
Contractor,Tools,PASS-THRU MODULAR CRIMPER,ea,49.9700,1260784,9264469094,KLEIN VDV226-11,2026-08-25
Contractor,Tools,DIAG-CUT PLIERS,ea,30.9800,126261,9264472072,KLEIN D248-9ST,2026-08-25
Contractor,Motors & Controls,SCOUT PRO 3 TESTER STARTER,ea,99.9800,1539900,9264469226,KLEIN VDV501-85,2026-08-25
Contractor,Tools,8-IN ADJ WRENCH,ea,31.9900,103989,9264467528,KLEIN D507-8,2026-08-25
Contractor,Tools,8-PC SCREWDRIVER SET,ea,64.9900,83246,9264485078,KLEIN 85078,2026-08-25
Contractor,Tools,POWERBOX1 MAGNETIC MOUNT SU,ea,54.9900,1748144,9264429601,KLEIN 29601,2026-08-25
Contractor,Lighting,7-PC NUT DRIVER SET,ea,73.5310,56474,9264465214,KLEIN 631M,2026-08-25
Contractor,Tools,LONG-NOSE WIRE STRIPPER/CRI,ea,19.9700,1286271,9264474509,KLEIN 1009,2026-08-25
